Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
281,Zach LaVine\lavinza01,SG,24,CHI,60,60,34.8,9.0,20.0,.450,3.1,8.1,.380,5.9,11.9,.497,.526,4.5,5.6,.802,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2,25.5
282,Vic Law\lawvi01,SF,24,ORL,5,0,1.8,0.0,0.6,.000,0.0,0.2,.000,0.0,0.4,.000,.000,0.0,0.4,.000,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
283,Jake Layman\laymaja01,PF,25,MIN,23,2,22.0,3.5,7.8,.453,1.0,3.1,.333,2.5,4.7,.533,.520,1.0,1.4,.750,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1
284,T.J. Leaf\leaftj01,PF,22,IND,25,1,7.7,1.2,2.8,.435,0.2,0.6,.357,1.0,2.2,.455,.471,0.3,0.5,.583,0.8,1.7,2.6,0.2,0.3,0.1,0.3,0.7,2.9
285,Jalen Lecque\lecquja01,PG,19,PHO,4,0,6.5,1.0,2.5,.400,0.0,1.0,.000,1.0,1.5,.667,.400,0.5,0.5,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.5,2.5
286,Courtney Lee\leeco01,SG,34,DAL,24,9,14.4,1.7,3.4,.488,0.9,2.0,.447,0.8,1.5,.543,.616,0.3,0.3,.857,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.4,4.5
287,Damion Lee\leeda03,SG,27,GSW,49,36,29.0,4.3,10.4,.417,1.7,4.9,.356,2.6,5.6,.471,.500,2.2,2.6,.873,0.7,4.2,4.9,2.7,1.0,0.1,1.4,2.4,12.7
288,Alex Len\lenal01,C,26,TOT,49,9,18.3,3.4,6.2,.556,0.3,1.1,.250,3.1,5.0,.626,.579,1.2,1.9,.637,1.9,4.1,6.0,1.0,0.4,0.9,1.0,2.3,8.3
288,Alex Len\lenal01,C,26,ATL,40,9,18.6,3.6,6.5,.546,0.4,1.4,.250,3.2,5.1,.627,.573,1.3,2.0,.630,1.7,4.0,5.8,1.1,0.5,0.8,1.0,2.3,8.7
288,Alex Len\lenal01,C,26,SAC,9,0,16.7,2.9,4.7,.619,0.0,0.0,,2.9,4.7,.619,.619,0.8,1.1,.700,2.9,4.2,7.1,0.6,0.2,1.4,1.2,2.3,6.6
289,Kawhi Leonard\leonaka01,SF,28,LAC,52,52,32.2,9.3,19.8,.468,2.1,5.7,.372,7.2,14.2,.507,.521,6.2,7.0,.887,1.0,6.2,7.2,5.0,1.8,0.6,2.8,1.9,26.9
290,Meyers Leonard\leoname01,C,27,MIA,49,49,20.1,2.4,4.6,.520,1.0,2.4,.429,1.3,2.1,.625,.635,0.3,0.5,.654,0.6,4.5,5.1,1.1,0.3,0.3,0.7,2.1,6.1
291,Caris LeVert\leverca01,SG,25,BRK,40,26,29.0,6.5,15.7,.414,1.8,4.8,.373,4.7,10.8,.432,.471,3.0,4.1,.721,1.1,3.0,4.0,4.2,1.1,0.2,2.6,1.8,17.7
292,Damian Lillard\lillada01,PG,29,POR,59,59,37.0,9.2,20.1,.457,3.9,9.9,.392,5.3,10.2,.520,.553,6.7,7.6,.886,0.5,3.8,4.3,7.8,1.0,0.4,2.9,1.7,28.9
293,Nassir Little\littlna01,PF,19,POR,48,5,11.9,1.4,3.1,.430,0.3,1.2,.237,1.1,1.9,.554,.477,0.6,0.9,.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6
294,Kevon Looney\looneke01,C,23,GSW,20,4,13.1,1.5,4.0,.367,0.1,0.7,.071,1.4,3.3,.431,.373,0.5,0.6,.750,1.4,1.9,3.3,1.0,0.6,0.3,0.6,1.7,3.4
295,Brook Lopez\lopezbr01,C,31,MIL,62,61,26.6,4.0,9.4,.427,1.4,4.7,.298,2.6,4.7,.555,.501,1.6,2.0,.816,0.7,3.8,4.5,1.5,0.7,2.5,1.0,2.4,11.0
296,Robin Lopez\lopezro01,C,31,MIL,61,4,14.4,2.3,4.5,.505,0.6,1.6,.347,1.7,2.9,.592,.567,0.4,0.7,.556,0.9,1.6,2.4,0.7,0.2,0.7,0.9,1.4,5.6
297,Kevin Love\loveke01,PF,31,CLE,56,56,31.8,5.8,13.0,.450,2.6,7.0,.374,3.2,6.0,.537,.550,3.3,3.9,.854,1.0,8.8,9.8,3.2,0.6,0.3,2.5,1.6,17.6
298,Kyle Lowry\lowryky01,PG,33,TOR,52,52,36.6,5.9,14.3,.417,2.9,8.3,.354,3.0,5.9,.505,.520,4.9,5.7,.861,0.6,4.3,4.8,7.7,1.3,0.4,3.0,3.2,19.7
299,Timothé Luwawu-Cabarrot\luwawti01,SG,24,BRK,40,0,17.3,2.2,5.1,.422,1.1,2.9,.376,1.1,2.2,.483,.529,1.4,1.7,.833,0.6,1.8,2.4,0.6,0.4,0.2,0.8,2.1,6.8
300,Trey Lyles\lylestr01,PF,24,SAS,63,53,20.2,2.4,5.4,.446,1.0,2.7,.387,1.4,2.8,.503,.541,0.5,0.7,.733,1.1,4.6,5.7,1.1,0.4,0.4,0.6,1.6,6.4
301,Daryl Macon\maconda01,SG,24,MIA,4,0,3.5,0.3,0.8,.333,0.3,0.5,.500,0.0,0.3,.000,.500,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8
302,J.P. Macura\macurjp01,SG,24,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Josh Magette\magetjo01,PG,30,ORL,8,0,4.8,0.6,1.9,.333,0.1,0.5,.250,0.5,1.4,.364,.367,0.1,0.3,.500,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5
304,Ian Mahinmi\mahinia01,C,33,WAS,38,35,21.3,2.7,5.5,.495,0.1,0.7,.192,2.6,4.8,.538,.507,1.8,3.0,.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3.0,7.4
305,Thon Maker\makerth01,C,22,DET,60,14,12.9,1.6,3.2,.482,0.4,1.1,.344,1.2,2.2,.550,.539,1.2,1.8,.664,0.9,1.9,2.8,0.7,0.4,0.7,0.8,1.7,4.7
306,Terance Mann\mannte01,SG,23,LAC,35,6,7.7,0.6,1.5,.407,0.1,0.3,.250,0.5,1.2,.452,.435,0.3,0.3,.750,0.1,0.8,0.9,1.1,0.2,0.1,0.4,1.0,1.6
307,Boban Marjanović\marjabo01,C,31,DAL,38,2,9.0,2.6,4.6,.563,0.1,0.4,.267,2.5,4.2,.590,.574,0.9,1.3,.750,1.5,2.7,4.2,0.3,0.2,0.2,0.7,1.3,6.3
308,Lauri Markkanen\markkla01,PF,22,CHI,50,50,29.8,5.0,11.8,.425,2.2,6.3,.344,2.8,5.5,.518,.517,2.5,3.1,.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7
309,Caleb Martin\martica02,SF,24,CHO,18,1,17.6,2.1,4.7,.440,1.1,2.1,.541,0.9,2.6,.362,.560,0.9,1.2,.810,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,6.2
310,Cody Martin\martico01,SF,24,CHO,48,3,18.8,1.9,4.3,.430,0.4,1.6,.234,1.5,2.7,.546,.473,0.9,1.4,.646,0.8,2.5,3.3,2.0,0.8,0.2,0.9,1.6,5.0
311,Jeremiah Martin\martije02,PG,23,BRK,4,0,6.3,1.0,3.3,.308,0.3,1.5,.167,0.8,1.8,.429,.346,0.0,0.0,,0.0,1.0,1.0,1.0,0.5,0.3,0.3,0.3,2.3
312,Kelan Martin\martike03,SF,24,MIN,31,4,16.0,2.3,5.8,.392,0.8,3.1,.260,1.5,2.7,.541,.461,1.0,1.0,.968,0.4,2.7,3.1,0.7,0.2,0.3,0.6,1.6,6.4
313,Frank Mason III\masonfr01,PG,25,MIL,6,0,8.8,0.8,3.2,.263,0.3,1.7,.200,0.5,1.5,.333,.316,0.3,0.7,.500,0.5,0.8,1.3,1.8,0.3,0.0,1.0,0.7,2.3
314,Garrison Mathews\mathega01,SG,23,WAS,18,0,12.6,1.3,3.1,.429,1.1,2.6,.413,0.3,0.6,.500,.598,1.7,1.9,.912,0.3,1.0,1.3,0.6,0.4,0.1,0.4,1.8,5.4
315,Wesley Matthews\matthwe02,SG,33,MIL,63,63,24.7,2.6,6.5,.396,1.6,4.5,.364,0.9,2.0,.468,.522,0.8,1.0,.773,0.3,2.2,2.5,1.4,0.6,0.1,0.7,1.5,7.6
316,Patrick McCaw\mccawpa01,SF,24,TOR,37,12,24.5,1.8,4.4,.414,0.6,1.9,.324,1.2,2.5,.484,.485,0.4,0.5,.722,0.5,1.8,2.3,2.1,1.1,0.1,0.8,1.6,4.6
317,CJ McCollum\mccolcj01,SG,28,POR,63,63,36.1,8.9,19.6,.457,2.8,7.4,.381,6.1,12.2,.502,.528,2.0,2.6,.753,0.7,3.4,4.1,4.3,0.8,0.6,1.9,2.6,22.7
318,T.J. McConnell\mccontj01,PG,27,IND,63,3,18.9,3.0,5.7,.517,0.1,0.2,.333,2.9,5.5,.524,.523,0.5,0.6,.833,0.5,2.1,2.6,5.0,0.7,0.2,1.4,1.1,6.5
319,Jalen McDaniels\mcdanja01,PF,22,CHO,16,0,18.3,2.1,4.4,.471,0.6,1.5,.375,1.5,2.9,.522,.536,0.9,1.1,.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6
320,Doug McDermott\mcderdo01,PF,28,IND,62,0,20.0,3.9,7.9,.491,1.9,4.3,.445,2.0,3.6,.544,.611,0.7,0.8,.827,0.4,2.1,2.5,1.1,0.1,0.1,0.6,1.7,10.4
321,JaVale McGee\mcgeeja01,C,32,LAL,62,62,16.7,3.0,4.6,.641,0.0,0.1,.500,2.9,4.5,.644,.646,0.8,1.2,.653,1.9,4.0,5.8,0.5,0.5,1.5,0.8,2.4,6.8
322,Rodney McGruder\mcgruro01,SG,28,LAC,50,3,15.0,1.2,3.1,.391,0.4,1.6,.278,0.8,1.5,.506,.462,0.3,0.6,.536,0.5,2.0,2.6,0.6,0.5,0.2,0.4,1.3,3.2
323,Alfonzo McKinnie\mckinal01,SF,27,CLE,40,1,14.8,1.8,4.3,.427,0.4,1.6,.215,1.5,2.7,.557,.468,0.6,0.8,.710,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,4.6
324,Jordan McLaughlin\mclaujo01,PG,23,MIN,30,2,19.7,2.9,5.9,.489,1.0,2.5,.382,1.9,3.4,.569,.570,0.9,1.3,.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6
325,Ben McLemore\mclembe01,SG,26,HOU,64,19,22.7,3.3,7.4,.449,2.5,6.2,.401,0.9,1.3,.688,.616,0.8,1.0,.750,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.1,9.9
326,Jordan McRae\mcraejo01,SG,28,TOT,37,4,21.2,4.0,9.9,.407,1.2,3.4,.357,2.8,6.5,.433,.469,2.2,2.9,.761,0.5,2.9,3.4,2.5,0.6,0.4,1.2,2.0,11.5
326,Jordan McRae\mcraejo01,SG,28,WAS,29,4,22.6,4.6,10.9,.420,1.4,3.7,.377,3.2,7.3,.441,.483,2.2,2.9,.771,0.6,3.0,3.6,2.8,0.7,0.5,1.3,2.1,12.8
326,Jordan McRae\mcraejo01,SG,28,DEN,4,0,8.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.8,1.0,.750,0.3,1.0,1.3,1.0,0.5,0.3,0.0,0.5,2.3
326,Jordan McRae\mcraejo01,SG,28,DET,4,0,24.5,3.5,10.8,.326,0.8,4.0,.188,2.8,6.8,.407,.360,4.0,5.5,.727,0.0,3.8,3.8,1.8,0.0,0.0,1.3,2.5,11.8
327,Nicolò Melli\mellini01,C,29,NOP,53,6,17.0,2.3,5.3,.441,1.2,3.4,.361,1.1,1.9,.586,.557,0.8,1.1,.733,0.7,2.3,3.0,1.3,0.6,0.4,0.8,2.0,6.7
328,De'Anthony Melton\meltode01,PG,21,MEM,53,8,19.6,2.8,6.8,.419,0.7,2.2,.311,2.1,4.5,.473,.471,1.7,2.1,.796,0.7,3.0,3.7,3.0,1.3,0.4,1.5,1.8,8.1
329,Chimezie Metu\metuch01,PF,22,SAS,16,0,4.6,1.3,2.2,.571,0.0,0.1,.000,1.3,2.1,.588,.571,0.4,0.5,.750,0.6,1.0,1.6,0.4,0.1,0.3,0.3,0.3,2.9
330,Khris Middleton\middlkh01,SF,28,MIL,56,53,30.1,7.7,15.5,.494,2.4,5.8,.413,5.3,9.7,.543,.572,3.3,3.6,.910,0.8,5.4,6.2,4.2,0.9,0.1,2.0,2.2,21.0
331,Eric Mika\mikaer01,PF,25,SAC,1,0,19.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0
332,C.J. Miles\milescj01,SG,32,WAS,10,0,16.1,1.9,5.9,.322,1.1,3.5,.314,0.8,2.4,.333,.415,1.5,2.0,.750,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4
333,Malcolm Miller\millema01,SF,26,TOR,25,1,5.0,0.3,1.0,.333,0.2,0.8,.316,0.1,0.2,.400,.458,0.0,0.2,.167,0.0,0.5,0.6,0.3,0.2,0.1,0.1,0.5,0.9
334,Patty Mills\millspa02,PG,31,SAS,63,1,22.7,3.9,9.1,.429,2.3,6.2,.380,1.6,3.0,.529,.557,1.5,1.7,.861,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.6,11.7
335,Paul Millsap\millspa01,PF,34,DEN,44,41,24.4,4.3,8.8,.486,1.1,2.5,.440,3.2,6.3,.504,.548,2.4,2.9,.833,2.0,3.9,5.9,1.6,0.9,0.6,1.4,2.9,12.0
336,Shake Milton\miltosh01,SG,23,PHI,32,16,19.1,3.4,6.8,.498,1.5,3.3,.453,1.9,3.5,.541,.608,1.2,1.6,.765,0.3,1.8,2.1,2.2,0.6,0.2,1.2,2.2,9.5
337,Donovan Mitchell\mitchdo01,SG,23,UTA,64,64,34.4,8.8,19.5,.453,2.5,6.8,.366,6.4,12.8,.499,.516,4.0,4.6,.859,0.7,3.7,4.4,4.2,1.1,0.2,2.6,2.5,24.1
338,Naz Mitrou-Long\mitrona01,SG,26,IND,3,0,14.3,2.0,5.3,.375,0.7,3.7,.182,1.3,1.7,.800,.438,0.0,0.0,,0.0,2.0,2.0,2.3,0.3,0.3,0.7,0.3,4.7
339,Adam Mokoka\mokokad01,SG,21,CHI,11,0,10.2,1.1,2.5,.429,0.5,1.4,.400,0.5,1.2,.462,.536,0.2,0.4,.500,0.6,0.3,0.9,0.4,0.4,0.0,0.2,1.5,2.9
340,Malik Monk\monkma01,SG,21,CHO,55,1,21.3,3.9,8.9,.434,1.1,3.7,.284,2.8,5.2,.542,.494,1.5,1.8,.820,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3
341,Matt Mooney\moonema01,SG,22,CLE,4,0,4.8,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,.250,0.0,0.0,,0.0,0.8,0.8,0.3,0.5,0.3,0.0,0.3,0.5
342,E'Twaun Moore\mooreet01,SG,30,NOP,52,5,18.7,3.4,8.0,.424,1.2,3.1,.380,2.2,4.9,.453,.499,0.6,0.8,.674,0.6,1.8,2.4,1.4,0.6,0.2,0.7,1.5,8.6
343,Ja Morant\moranja01,PG,20,MEM,60,60,30.2,6.7,13.7,.487,0.9,2.4,.356,5.8,11.3,.515,.518,3.5,4.5,.776,0.8,2.8,3.6,7.0,0.9,0.3,3.2,1.5,17.7
344,Juwan Morgan\morgaju01,PF,22,UTA,16,0,4.6,0.6,1.1,.529,0.1,0.3,.200,0.5,0.8,.667,.559,0.0,0.0,,0.3,0.9,1.2,0.1,0.0,0.1,0.2,0.4,1.2
345,Marcus Morris\morrima03,SF-PF,30,TOT,56,56,31.2,5.8,13.5,.431,2.4,5.8,.407,3.4,7.6,.450,.519,3.1,3.7,.823,1.0,4.1,5.1,1.4,0.8,0.5,1.6,2.9,17.1
345,Marcus Morris\morrima03,SF,30,NYK,43,43,32.3,6.5,14.8,.442,2.7,6.1,.439,3.8,8.7,.444,.533,3.8,4.6,.823,1.1,4.3,5.4,1.4,0.8,0.4,1.7,3.0,19.6
345,Marcus Morris\morrima03,PF,30,LAC,13,13,27.6,3.4,9.1,.373,1.3,4.8,.270,2.1,4.2,.491,.445,0.7,0.8,.818,0.5,3.4,3.9,1.5,0.6,0.8,1.3,2.8,8.8
346,Markieff Morris\morrima02,PF,30,TOT,53,16,20.9,3.6,8.0,.445,1.5,4.0,.386,2.0,4.1,.502,.540,1.2,1.6,.783,0.6,3.1,3.8,1.4,0.5,0.3,1.4,2.3,9.9
346,Markieff Morris\morrima02,PF,30,DET,44,16,22.5,4.0,8.8,.450,1.7,4.3,.397,2.3,4.5,.500,.546,1.4,1.8,.772,0.5,3.4,3.9,1.6,0.6,0.3,1.6,2.4,11.0
346,Markieff Morris\morrima02,PF,30,LAL,9,0,13.4,1.6,4.0,.389,0.7,2.3,.286,0.9,1.7,.533,.472,0.4,0.4,1.000,1.1,1.8,2.9,0.6,0.2,0.4,0.6,1.8,4.2
347,Monte Morris\morrimo01,PG,24,DEN,65,8,21.6,3.4,7.4,.459,0.8,2.2,.375,2.6,5.2,.494,.514,0.8,1.0,.823,0.3,1.4,1.7,3.5,0.8,0.2,0.7,1.0,8.4
348,Johnathan Motley\motlejo01,PF,24,LAC,13,0,3.2,0.8,1.2,.733,0.1,0.1,1.000,0.8,1.1,.714,.767,0.4,0.5,.714,0.2,0.5,0.8,0.6,0.2,0.0,0.4,0.5,2.2
349,Emmanuel Mudiay\mudiaem01,PG,23,UTA,49,1,15.6,2.8,5.9,.467,0.6,1.6,.346,2.2,4.3,.512,.514,1.1,1.4,.754,0.3,2.0,2.4,2.2,0.4,0.2,1.3,1.3,7.2
350,Mychal Mulder\muldemy01,SG,25,GSW,7,3,29.1,3.7,9.6,.388,2.3,7.4,.308,1.4,2.1,.667,.507,1.3,1.7,.750,0.4,2.9,3.3,1.1,0.3,0.1,0.7,2.9,11.0
351,Dejounte Murray\murrade01,PG,23,SAS,59,51,24.9,4.4,9.3,.474,0.6,1.6,.380,3.8,7.7,.493,.506,1.3,1.6,.798,1.1,4.6,5.7,4.1,1.7,0.3,1.9,2.3,10.7
352,Jamal Murray\murraja01,PG,22,DEN,55,55,32.8,7.0,15.4,.455,1.9,5.5,.345,5.1,9.9,.517,.517,2.9,3.2,.893,0.8,3.2,3.9,4.8,1.2,0.3,2.3,1.8,18.8
353,Džanan Musa\musadz01,SF,20,BRK,36,0,11.5,1.4,3.9,.369,0.4,1.8,.242,1.0,2.1,.480,.426,0.9,1.2,.750,0.5,1.5,2.0,0.9,0.4,0.0,0.9,0.7,4.3
354,Mike Muscala\muscami01,C,28,OKC,41,0,12.0,1.6,3.9,.403,1.0,2.9,.358,0.5,1.0,.538,.538,0.4,0.5,.818,0.3,2.0,2.3,0.8,0.2,0.3,0.3,1.2,4.6
355,Sviatoslav Mykhailiuk\mykhasv01,SF,22,DET,56,27,22.6,3.0,7.2,.410,2.1,5.1,.404,0.9,2.1,.425,.552,1.0,1.3,.814,0.3,1.6,1.9,1.9,0.7,0.1,1.1,1.6,9.0
356,Abdel Nader\naderab01,SF,26,OKC,48,5,15.8,2.1,4.6,.455,0.8,2.2,.371,1.3,2.4,.530,.543,1.0,1.3,.774,0.3,1.6,1.9,0.7,0.4,0.4,0.8,1.4,6.0
357,Larry Nance Jr.\nancela02,C,27,CLE,56,10,26.3,4.1,7.7,.531,1.0,2.8,.352,3.1,4.9,.636,.596,0.9,1.3,.676,1.9,5.4,7.3,2.2,1.0,0.4,1.1,1.6,10.1
358,Shabazz Napier\napiesh01,PG,28,TOT,52,31,24.3,3.3,8.2,.408,1.4,4.4,.317,2.0,3.8,.513,.493,2.3,2.8,.826,0.5,2.4,2.9,4.9,1.3,0.2,2.2,1.8,10.4
358,Shabazz Napier\napiesh01,PG,28,MIN,36,22,23.8,3.2,7.9,.403,1.3,4.4,.296,1.9,3.4,.540,.486,2.0,2.4,.818,0.5,2.6,3.1,5.2,1.1,0.2,2.1,1.7,9.6
358,Shabazz Napier\napiesh01,PG,28,WAS,16,9,25.3,3.8,8.9,.420,1.6,4.3,.368,2.2,4.7,.467,.507,2.9,3.5,.839,0.5,1.9,2.4,4.3,1.7,0.2,2.4,2.1,12.0
359,Raul Neto\netora01,PG,27,PHI,49,3,11.5,1.6,3.6,.451,0.6,1.4,.394,1.0,2.1,.490,.531,0.5,0.6,.839,0.2,0.8,1.1,1.6,0.4,0.1,0.9,0.9,4.3
360,Malik Newman\newmama01,SG,22,CLE,1,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
361,Georges Niang\niangge01,PF,26,UTA,59,0,13.3,2.0,4.6,.443,1.3,3.2,.410,0.7,1.4,.518,.585,0.3,0.4,.864,0.2,1.6,1.9,0.6,0.2,0.1,0.4,1.1,5.7
362,Joakim Noah\noahjo01,C,34,LAC,1,0,10.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,2.0,2.0,4.0,1.0,0.0,1.0,0.0,4.0,1.0
363,Nerlens Noel\noelne01,C,25,OKC,55,6,18.4,3.2,4.6,.685,0.0,0.1,.333,3.1,4.6,.689,.687,1.4,1.8,.765,1.5,3.4,4.9,1.0,1.0,1.5,1.0,2.6,7.7
364,Zach Norvell\norveza01,SG,22,TOT,5,0,8.2,0.6,2.4,.250,0.6,1.6,.375,0.0,0.8,.000,.375,0.2,0.2,1.000,0.0,1.2,1.2,0.6,0.4,0.0,0.6,0.8,2.0
364,Zach Norvell\norveza01,SG,22,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
364,Zach Norvell\norveza01,SG,22,GSW,3,0,12.0,1.0,3.7,.273,1.0,2.7,.375,0.0,1.0,.000,.409,0.3,0.3,1.000,0.0,1.7,1.7,1.0,0.7,0.0,1.0,1.3,3.3
365,Jaylen Nowell\nowelja01,SG,20,MIN,15,0,10.1,1.3,3.5,.358,0.2,1.7,.115,1.1,1.8,.593,.387,1.1,1.1,.941,0.2,0.7,0.9,1.3,0.2,0.1,0.2,0.7,3.8
366,Frank Ntilikina\ntilila01,PG,21,NYK,57,26,20.8,2.3,5.8,.393,0.8,2.4,.321,1.5,3.4,.444,.459,0.9,1.0,.864,0.4,1.7,2.1,3.0,0.9,0.3,1.2,2.5,6.3
367,Kendrick Nunn\nunnke01,SG,24,MIA,62,62,29.8,6.1,13.7,.448,2.1,5.8,.362,4.0,7.9,.512,.525,1.2,1.5,.837,0.3,2.4,2.7,3.4,0.8,0.2,1.6,2.3,15.6
368,Jusuf Nurkić\nurkiju01,C,25,POR,1,1,33.0,5.0,11.0,.455,0.0,1.0,.000,5.0,10.0,.500,.455,8.0,8.0,1.000,2.0,7.0,9.0,5.0,2.0,6.0,4.0,6.0,18.0
369,David Nwaba\nwabada01,SF,27,BRK,20,0,13.4,1.9,3.6,.521,0.6,1.4,.429,1.3,2.2,.581,.606,0.9,1.4,.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2
370,Royce O'Neale\onealro01,PF,26,UTA,65,56,29.2,2.2,5.1,.440,1.3,3.4,.385,1.0,1.8,.544,.566,0.6,0.8,.735,0.3,5.0,5.4,2.6,0.8,0.4,0.8,2.8,6.3
371,Kyle O'Quinn\oquinky01,C,29,PHI,26,1,9.9,1.3,2.8,.486,0.3,0.9,.304,1.1,1.9,.571,.535,0.4,0.7,.526,1.2,2.5,3.8,1.3,0.2,0.8,0.7,1.3,3.3
372,Semi Ojeleye\ojelese01,PF,25,BOS,62,5,14.6,1.0,2.6,.409,0.6,1.6,.367,0.5,1.0,.475,.522,0.4,0.5,.893,0.4,1.6,2.0,0.5,0.3,0.1,0.2,1.1,3.1
373,Jahlil Okafor\okafoja01,C,24,NOP,28,9,15.1,3.1,5.1,.611,0.0,0.1,.500,3.1,5.1,.613,.615,1.3,2.1,.638,1.6,2.6,4.3,1.3,0.3,0.7,1.3,2.3,7.6
374,Elie Okobo\okoboel01,PG,22,PHO,54,3,13.1,1.3,3.4,.398,0.5,1.3,.352,0.9,2.0,.427,.467,0.9,1.2,.687,0.3,1.3,1.6,2.1,0.4,0.1,0.7,1.0,4.0
375,Josh Okogie\okogijo01,SG,21,MIN,62,28,25.0,2.7,6.4,.427,0.7,2.5,.266,2.1,3.9,.529,.479,2.5,3.1,.796,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6
376,KZ Okpala\okpalkz01,SF,20,MIA,5,0,5.2,0.6,1.0,.600,0.0,0.2,.000,0.6,0.8,.750,.600,0.2,0.4,.500,0.2,0.8,1.0,0.2,0.4,0.2,0.2,0.4,1.4
377,Victor Oladipo\oladivi01,SG,27,IND,13,10,25.9,4.8,12.4,.391,1.6,5.3,.304,3.2,7.1,.457,.457,2.5,3.2,.780,0.5,2.6,3.2,3.0,0.8,0.2,2.2,1.6,13.8
378,Kelly Olynyk\olynyke01,C,28,MIA,59,6,18.5,2.6,5.4,.476,1.4,3.1,.432,1.2,2.2,.538,.603,1.2,1.4,.854,0.6,3.8,4.4,1.6,0.6,0.3,1.1,2.4,7.7
379,Miye Oni\onimi01,SG,22,UTA,5,0,2.2,0.0,0.4,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0
380,Cedi Osman\osmande01,SF,24,CLE,65,65,29.4,4.1,9.4,.437,1.9,4.9,.383,2.2,4.4,.497,.538,1.0,1.4,.670,0.6,3.0,3.6,2.4,0.8,0.2,1.4,2.5,11.0
381,Kelly Oubre Jr.\oubreke01,SF,24,PHO,56,55,34.5,6.7,14.8,.452,1.9,5.5,.352,4.7,9.3,.511,.517,3.4,4.4,.780,1.2,5.3,6.4,1.5,1.3,0.7,1.5,3.4,18.7
382,Tariq Owens\owensta01,PF,24,PHO,3,0,5.0,0.3,1.7,.200,0.0,0.7,.000,0.3,1.0,.333,.200,0.7,0.7,1.000,0.7,0.3,1.0,0.0,0.3,0.0,0.0,0.3,1.3
383,Jeremy Pargo\pargoje01,PG,33,GSW,3,0,14.7,3.7,7.3,.500,1.0,2.3,.429,2.7,5.0,.533,.568,0.0,0.3,.000,0.3,0.7,1.0,2.7,0.3,0.0,1.3,2.7,8.3
384,Jabari Parker\parkeja01,PF,24,TOT,33,23,25.8,6.0,12.1,.499,0.9,3.5,.267,5.1,8.6,.594,.538,1.7,2.2,.743,1.6,4.3,5.9,1.8,1.3,0.5,1.8,2.8,14.7
384,Jabari Parker\parkeja01,PF,24,ATL,32,23,26.2,6.2,12.3,.504,1.0,3.6,.270,5.2,8.7,.601,.543,1.7,2.3,.736,1.7,4.3,6.0,1.8,1.3,0.5,1.9,2.9,15.0
384,Jabari Parker\parkeja01,PF,24,SAC,1,0,15.0,1.0,6.0,.167,0.0,1.0,.000,1.0,5.0,.200,.167,2.0,2.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,4.0
